Source,Title,Authors,DOI,Journal_Ref,Link,Tag,Subjects,Additional_Info,Date,Topic
"arXiv(v1) 2025","Agentic RAG for Fintech: Design and Evaluation","Authors TBD","","","http://arxiv.org/abs/2510.25518v1","RAG, agentic, fintech, query reformulation","cs.CL, cs.IR","","2025.10","RAG"
"arXiv(v1) 2025","Agentic RAG: A Survey","Authors TBD","","","http://arxiv.org/abs/2501.09136v1","RAG, agentic, survey, LLM agent","cs.CL, cs.IR","","2025.01","RAG"
"arXiv(v1) 2025","CG-RAG: Citation Graph RAG for Research Question Answering","Authors TBD","","","http://arxiv.org/abs/2501.15067v1","RAG, citation graph, research QA","cs.CL, cs.IR","","2025.01","RAG"
"arXiv(v1) 2025","Vendi-RAG: Adaptively Trading Off Diversity and Quality in RAG","Authors TBD","","","http://arxiv.org/abs/2502.11228v1","RAG, diversity, quality, adaptive","cs.CL, cs.IR","","2025.02","RAG"
"arXiv(v1) 2025","AGENTRL: Scaling Agentic Reinforcement Learning","Authors TBD","","","http://arxiv.org/abs/2510.04206v1","agentic RL, RLHF, LLM agent, scaling","cs.LG, cs.AI","Outperforms GPT-5 and Claude-Sonnet-4","2025.10","Agentic-RL"
"arXiv(v1) 2025","The Landscape of Agentic Reinforcement Learning for LLMs: A Survey","Authors TBD","","","http://arxiv.org/abs/2509.02547v1","agentic RL, survey, LLM, POMDP","cs.LG, cs.AI","","2025.09","Agentic-RL"
"arXiv(v1) 2025","iStar: Agentic Reinforcement Learning with Implicit Step Rewards","Authors TBD","","","http://arxiv.org/abs/2509.19199v1","agentic RL, credit assignment, implicit PRM","cs.LG, cs.AI","","2025.09","Agentic-RL"
"arXiv(v1) 2025","Process Reward Models for LLM Agents: Practical Framework","Authors TBD","","","http://arxiv.org/abs/2502.10325v1","PRM, reward model, LLM agent, RLHF","cs.LG, cs.AI","InversePRM","2025.02","Agentic-RL"
"arXiv(v1) 2025","Enhancing Agentic RL with Progressive Reward Shaping and VSPO","Authors TBD","","","http://arxiv.org/abs/2512.07478v1","agentic RL, reward shaping, GRPO, tool use","cs.LG, cs.AI","","2025.12","Agentic-RL"
"arXiv(v1) 2025","Reward Hacking Mitigation using Verifiable Composite Rewards","Authors TBD","","","http://arxiv.org/abs/2509.15557v1","RLHF, reward hacking, RLVR, verification","cs.LG, cs.AI","","2025.09","Agentic-RL"
"arXiv(v1) 2025","Provably Efficient Online RLHF with One-Pass Reward Modeling","Authors TBD","","","http://arxiv.org/abs/2502.07193v1","online RLHF, reward modeling, efficiency","cs.LG, cs.AI","","2025.02","Agentic-RL"
"arXiv(v1) 2025","VIRAL: Visual Representation Alignment for MLLMs","Authors TBD","","","http://arxiv.org/abs/2509.07979v1","MLLM, visual alignment, fine-grained understanding","cs.CV, cs.CL","","2025.09","MLLM"
"arXiv(v1) 2025","VLM-R1: A Stable and Generalizable R1-Style Large VLM","Authors TBD","","","http://arxiv.org/abs/2504.07615v1","MLLM, VLM, reasoning, R1-style","cs.CV, cs.CL","","2025.04","MLLM"
"arXiv(v1) 2025","Vision-R1: Incentivizing Reasoning Capability in MLLMs","Authors TBD","","","http://arxiv.org/abs/2503.06749v1","MLLM, reasoning, visual reasoning","cs.CV, cs.CL","","2025.03","MLLM"
"arXiv(v1) 2025","R1-Zero's Aha Moment in Visual Reasoning on a 2B Non-SFT Model","Authors TBD","","","http://arxiv.org/abs/2503.05132v1","MLLM, visual reasoning, R1-Zero, emergent","cs.CV, cs.CL","","2025.03","MLLM"
"arXiv(v1) 2025","Large VLM-based Vision-Language-Action Models for Robotic Manipulation: A Survey","Authors TBD","","","http://arxiv.org/abs/2508.13073v1","MLLM, VLA, robotics, manipulation, survey","cs.RO, cs.CV","","2025.08","MLLM"
"arXiv(v1) 2025","Visual Perception Token for Multimodal Large Language Models","Authors TBD","","","http://arxiv.org/abs/2502.17425v1","MLLM, visual perception, token, autonomous control","cs.CV, cs.CL","829k training samples","2025.02","MLLM"
"arXiv(v1) 2025","Manager: Aggregating Insights from Unimodal Experts in VLMs and MLLMs","Authors TBD","","","http://arxiv.org/abs/2506.11515v1","MLLM, VLM, unimodal experts, fusion","cs.CV, cs.CL","","2025.06","MLLM"
"arXiv(v1) 2025","Insight-V: Exploring Long-Chain Visual Reasoning with MLLMs","Authors TBD","","","https://openaccess.thecvf.com/CVPR2025","MLLM, visual reasoning, long-chain, CVPR","cs.CV","CVPR 2025","2025.06","MLLM"
"arXiv(v1) 2025","MT-Video-Bench: Video Understanding Benchmark for MLLMs in Multi-Turn Dialogues","Authors TBD","","","http://arxiv.org/abs/2510.17722v1","MLLM, video understanding, benchmark, multi-turn","cs.CV, cs.CL","","2025.10","MLLM"
"arXiv(v1) 2025","MVU-Eval: Multi-Video Understanding Evaluation for MLLMs","Authors TBD","","","http://arxiv.org/abs/2511.07250v1","MLLM, multi-video, evaluation, benchmark","cs.CV, cs.CL","","2025.11","MLLM"
"arXiv(v1) 2025","VideoLLM Benchmarks and Evaluation: A Survey","Authors TBD","","","http://arxiv.org/abs/2505.03829v1","MLLM, video, benchmark, evaluation, survey","cs.CV, cs.CL","","2025.05","MLLM"
"arXiv(v1) 2025","Agent0: Self-Evolving Agents from Zero Data via Tool-Integrated Reasoning","Authors TBD","","","http://arxiv.org/abs/2511.16043v1","LLM agent, self-evolving, tool use, reasoning","cs.AI, cs.CL","18% improvement on math, 24% on general","2025.11","Agent"
"arXiv(v1) 2025","Toward a Theory of Agents as Tool-Use Decision-Makers","Authors TBD","","","http://arxiv.org/abs/2506.00886v1","LLM agent, tool use, theory, decision making","cs.AI, cs.CL","","2025.06","Agent"
"arXiv(v1) 2025","Beyond Task Completion: Assessment Framework for Agentic AI Systems","Authors TBD","","","http://arxiv.org/abs/2512.12791v1","LLM agent, evaluation, framework, benchmark","cs.AI, cs.CL","","2025.12","Agent"
"arXiv(v1) 2025","Routine: A Structural Planning Framework for LLM Agent System in Enterprise","Authors TBD","","","http://arxiv.org/abs/2507.14447v1","LLM agent, planning, enterprise, framework","cs.AI, cs.CL","","2025.07","Agent"
"arXiv(v1) 2025","Architecting Resilient LLM Agents","Authors TBD","","","http://arxiv.org/abs/2509.08646v1","LLM agent, resilience, architecture","cs.AI, cs.CL","","2025.09","Agent"
"arXiv(v1) 2025","A Survey on Code Generation with LLM-based Agents","Authors TBD","","","http://arxiv.org/abs/2508.00083v1","code agent, LLM, code generation, survey","cs.SE, cs.AI","","2025.08","Agent"
"arXiv(v1) 2025","DeepCode: Open Agentic Coding","Authors TBD","","","http://arxiv.org/abs/2512.07921v1","code agent, agentic coding, open source","cs.SE, cs.AI","","2025.12","Agent"
"arXiv(v1) 2026","LLM-Based Agentic Systems for Software Engineering: Challenges and Opportunities","Authors TBD","","","http://arxiv.org/abs/2601.09822v1","code agent, software engineering, survey","cs.SE, cs.AI","","2026.01","Agent"
"arXiv(v1) 2025","SWE-RL: Training Superintelligent Software Agents through Self-Play","Authors TBD","","","http://arxiv.org/abs/2512.18552v1","code agent, self-play, RL, software engineering","cs.SE, cs.LG","","2025.12","Agent"
"arXiv(v1) 2025","MM-Spatial: Exploring 3D Spatial Understanding in Multimodal LLMs","Erik Daxberger, et al.","","","http://arxiv.org/abs/2503.13111v1","MLLM, 3D, spatial, understanding, benchmark","cs.CV, cs.CL","ICCV 2025","2025.03","MLLM"
"arXiv(v1) 2025","SpatialThinker: Reinforcing 3D Reasoning in Multimodal LLMs via Spatial Rewards","Authors TBD","","","http://arxiv.org/abs/2511.07403v1","MLLM, 3D reasoning, spatial, RL","cs.CV, cs.CL","Outperforms GPT-4o","2025.11","MLLM"
"arXiv(v1) 2025","MLLM-For3D: Adapting Multimodal Large Language Model for 3D Reasoning Segmentation","Authors TBD","","","http://arxiv.org/abs/2503.18135v1","MLLM, 3D, segmentation, reasoning","cs.CV","","2025.03","MLLM"
"arXiv(v1) 2025","SpaceVLLM: Endowing MLLM with Spatio-Temporal Video Grounding","Authors TBD","","","http://arxiv.org/abs/2503.13983v1","MLLM, video, spatio-temporal, grounding","cs.CV, cs.CL","","2025.03","MLLM"
"arXiv(v1) 2025","Mobile-VideoGPT: Fast and Accurate Video Understanding Language Model","Authors TBD","","","http://arxiv.org/abs/2503.21782v1","MLLM, video, mobile, efficient","cs.CV, cs.CL","","2025.03","MLLM"
"arXiv(v1) 2025","LLaVA-ST: Multimodal LLM for Fine-Grained Spatial-Temporal Understanding","Authors TBD","","CVPR 2025","https://openaccess.thecvf.com/CVPR2025","MLLM, spatial-temporal, video, CVPR","cs.CV","CVPR 2025","2025.06","MLLM"
"arXiv(v1) 2025","RynnEC: Bringing MLLMs into Embodied World","Authors TBD","","","http://arxiv.org/abs/2508.14160v1","MLLM, embodied, video, spatial reasoning","cs.CV, cs.RO","","2025.08","MLLM"
"arXiv(v1) 2025","From Indoor to Open World: Revealing the Spatial Reasoning Gap in MLLMs","Authors TBD","","","http://arxiv.org/abs/2512.19683v1","MLLM, spatial reasoning, benchmark, open world","cs.CV, cs.CL","","2025.12","MLLM"
"arXiv(v1) 2025","Med3DVLM: An Efficient Vision-Language Model for 3D Medical Image Analysis","Authors TBD","","","http://arxiv.org/abs/2503.20047v1","MLLM, medical, 3D, VLM, CT","cs.CV","","2025.03","MLLM"
"arXiv(v1) 2025","MedBridge: Bridging Foundation Vision-Language Models to Medical Image Diagnosis","Authors TBD","","","http://arxiv.org/abs/2505.21698v1","MLLM, medical, VLM, diagnosis","cs.CV","","2025.05","MLLM"
"arXiv(v1) 2025","Grounding the Ungrounded: Spectral-Graph Framework for Quantifying Hallucinations in MLLMs","Authors TBD","","","http://arxiv.org/abs/2508.19366v1","MLLM, hallucination, grounding, detection","cs.CV, cs.CL","","2025.08","MLLM"
"arXiv(v1) 2025","Two Causes, Not One: Rethinking Omission and Fabrication Hallucinations in MLLMs","Authors TBD","","","http://arxiv.org/abs/2509.00371v1","MLLM, hallucination, omission, fabrication","cs.CV, cs.CL","","2025.09","MLLM"
"arXiv(v1) 2026","Ground What You See: Hallucination-Resistant MLLMs via Caption Feedback","Authors TBD","","","http://arxiv.org/abs/2601.06224v1","MLLM, hallucination, caption feedback, grounding","cs.CV, cs.CL","","2026.01","MLLM"
"arXiv(v1) 2025","Seeing is Believing: Rich-Context Hallucination Detection via Backward Visual Grounding","Authors TBD","","","http://arxiv.org/abs/2511.12140v1","MLLM, hallucination, detection, visual grounding","cs.CV, cs.CL","Outperforms GPT-4o","2025.11","MLLM"
"arXiv(v1) 2025","MemVR: Memory-Space Visual Retracing for Hallucination Mitigation in MLLMs","Authors TBD","","","http://arxiv.org/abs/2410.03577v1","MLLM, hallucination, mitigation, memory","cs.CV, cs.CL","Plug-and-play","2025.10","MLLM"
"CVPR25","Seeing Far and Clearly: Mitigating Hallucinations in MLLMs with Attention Reweighting","Authors TBD","","CVPR 2025","https://openaccess.thecvf.com/CVPR2025","MLLM, hallucination, attention, CVPR","cs.CV","CVPR 2025","2025.06","MLLM"
"arXiv(v1) 2025","GFM-RAG: Graph Foundation Model for Retrieval Augmented Generation","Authors TBD","","","http://arxiv.org/abs/2502.01113v1","RAG, graph, foundation model, knowledge graph","cs.CL, cs.IR","8M params, 60 KGs, 14M triples","2025.02","RAG"
"arXiv(v1) 2025","KG2RAG: Knowledge Graph-Guided Retrieval Augmented Generation","Authors TBD","","","http://arxiv.org/abs/2502.06864v1","RAG, knowledge graph, retrieval, fact-level","cs.CL, cs.IR","","2025.02","RAG"
"arXiv(v1) 2025","GraphRAG-Bench: When to Use Graphs in RAG","Authors TBD","","","http://arxiv.org/abs/2506.05690v1","RAG, graph, benchmark, evaluation","cs.CL, cs.IR","","2025.06","RAG"
"arXiv(v1) 2025","Late Chunking: Contextual Chunk Embeddings for RAG","Authors TBD","","","http://arxiv.org/abs/2409.04701v3","RAG, chunking, embedding, contextual","cs.CL, cs.IR","Updated July 2025","2025.07","RAG"
"arXiv(v1) 2025","Rethinking Chunk Size for Long-Document Retrieval: Multi-Dataset Analysis","Authors TBD","","","http://arxiv.org/abs/2505.21700v2","RAG, chunking, chunk size, retrieval","cs.CL, cs.IR","64-1024 tokens optimal","2025.05","RAG"
"arXiv(v1) 2025","CDTA: Cross-Document Topic-Aligned Chunking for RAG","Authors TBD","","","http://arxiv.org/abs/2601.05265v1","RAG, chunking, cross-document, topic alignment","cs.CL, cs.IR","0.93 faithfulness on HotpotQA","2025.11","RAG"
"arXiv(v1) 2026","L-RAG: Balancing Context and Retrieval with Entropy-Based Lazy Loading","Authors TBD","","","http://arxiv.org/abs/2601.06551v1","RAG, lazy loading, entropy, context","cs.CL, cs.IR","","2026.01","RAG"
"arXiv(v1) 2025","Practical Code RAG at Scale: Task-Aware Retrieval Design","Authors TBD","","","http://arxiv.org/abs/2510.20609v1","RAG, code, retrieval, hybrid, dense","cs.CL, cs.IR","BM25 + dense hybrid","2025.10","RAG"
"arXiv(v1) 2025","ChunkRAG: Novel Context-Aware Chunking for RAG Systems","Authors TBD","","","http://arxiv.org/abs/2501.00045v1","RAG, chunking, context-aware, retrieval","cs.CL, cs.IR","","2025.01","RAG"
"arXiv(v1) 2025","RAG-Fusion: Query Expansion and Multi-Source Retrieval","Authors TBD","","","http://arxiv.org/abs/2502.08541v1","RAG, query expansion, multi-source, fusion","cs.CL, cs.IR","","2025.02","RAG"
"arXiv(v1) 2025","A-MEM: Agentic Memory for LLM Agents","Authors TBD","","","http://arxiv.org/abs/2502.12110v1","memory, agentic, self-organizing, Zettelkasten","cs.AI, cs.CL","Dynamic memory organization","2025.02","Memory"
"arXiv(v1) 2025","MemR3: Memory Retrieval via Reflective Reasoning for LLM Agents","Authors TBD","","","http://arxiv.org/abs/2512.20237v1","memory, retrieval, reflection, reasoning","cs.AI, cs.CL","Router + evidence-gap tracker","2025.12","Memory"
"arXiv(v1) 2025","Hindsight is 20/20: Building Agent Memory that Retains, Recalls, and Reflects","Authors TBD","","","http://arxiv.org/abs/2512.12818v1","memory, hindsight, reflection, retention","cs.AI, cs.CL","Retain-Recall-Reflect framework","2025.12","Memory"
"arXiv(v1) 2025","BrowserAgent: Web Agents with Human-Inspired Browsing Actions","Authors TBD","","","http://arxiv.org/abs/2510.10666v1","agent, browser, web, automation","cs.AI, cs.CL","","2025.10","Agent"
"arXiv(v1) 2025","Building Browser Agents: Architecture, Security, and Practical Solutions","Authors TBD","","","http://arxiv.org/abs/2511.19477v1","agent, browser, security, architecture","cs.AI, cs.CL","","2025.11","Agent"
"arXiv(v1) 2026","InfiniteWeb: Scalable Web Environment Synthesis for GUI Agent Training","Authors TBD","","","http://arxiv.org/abs/2601.04126v1","agent, web, GUI, training, environment","cs.CV, cs.AI","600 tasks across websites","2026.01","Agent"
"arXiv(v1) 2025","AgentRewardBench: Benchmark for LLM Judges in Web Agent Evaluation","Authors TBD","","","http://arxiv.org/abs/2504.12721v1","agent, benchmark, web, evaluation, reward","cs.AI, cs.CL","1,302 trajectories","2025.04","Agent"
"arXiv(v1) 2025","WebRL: Training LLM Web Agents via Self-Evolving Curriculum RL","Authors TBD","","","http://arxiv.org/abs/2505.11451v1","agent, web, RL, curriculum, self-evolving","cs.LG, cs.AI","","2025.05","Agent"
"arXiv(v1) 2025","Dark Patterns Impact on LLM-Based Web Agents","Authors TBD","","","http://arxiv.org/abs/2510.18113v1","agent, web, dark patterns, decision making","cs.HC, cs.AI","","2025.10","Agent"
"arXiv(v1) 2025","MCP-Bench: Benchmarking Tool-Using LLM Agents","Authors TBD","","","http://arxiv.org/abs/2508.20453v1","agent, benchmark, tool use, MCP","cs.AI, cs.CL","","2025.08","Agent"
"arXiv(v1) 2025","DPO Meets PPO: Reinforced Token Optimization for RLHF","Han Zhong, et al.","","","http://arxiv.org/abs/2404.18922v1","agentic RL, DPO, PPO, RLHF, token-level","cs.LG, cs.AI","RTO framework","2025.04","Agentic-RL"
"arXiv(v1) 2025","REINFORCE++: Critic-Free Policy Optimization with Global Advantage Normalization","Authors TBD","","","http://arxiv.org/abs/2501.03262v1","agentic RL, REINFORCE, critic-free, GRPO","cs.LG, cs.AI","Outperforms PPO","2025.01","Agentic-RL"
"arXiv(v1) 2025","OPPO: Accelerating PPO-based RLHF via Pipeline Overlap","Authors TBD","","","http://arxiv.org/abs/2509.25762v1","agentic RL, PPO, RLHF, efficiency, overlap","cs.LG, cs.AI","","2025.09","Agentic-RL"
"arXiv(v1) 2025","Technical Survey of RL Techniques for Large Language Models","Authors TBD","","","http://arxiv.org/abs/2507.04136v1","agentic RL, survey, PPO, DPO, GRPO","cs.LG, cs.AI","","2025.07","Agentic-RL"
"arXiv(v1) 2025","RL Foundations for Deep Research Systems: A Survey","Authors TBD","","","http://arxiv.org/abs/2509.06733v1","agentic RL, deep research, survey, post-DeepSeek","cs.LG, cs.AI","Post Feb 2025 papers","2025.09","Agentic-RL"
"arXiv(v1) 2025","PRL: Process Reward Learning Improves LLM Reasoning","Authors TBD","","","http://arxiv.org/abs/2601.10201v1","agentic RL, PRM, process reward, reasoning","cs.LG, cs.AI","","2026.01","Agentic-RL"
"arXiv(v1) 2025","Hierarchical Multi-Step Reward Models for Enhanced Reasoning","Authors TBD","","","http://arxiv.org/abs/2503.13551v1","agentic RL, reward model, hierarchical, reasoning","cs.LG, cs.AI","","2025.03","Agentic-RL"
"arXiv(v1) 2025","Comprehensive Survey of Reward Models: Taxonomy and Applications","Authors TBD","","","http://arxiv.org/abs/2504.12328v1","agentic RL, reward model, survey, taxonomy","cs.LG, cs.AI","","2025.04","Agentic-RL"
"arXiv(v1) 2025","RLSR: Reinforcement Learning with Supervised Reward","Authors TBD","","","http://arxiv.org/abs/2510.14200v1","agentic RL, supervised reward, instruction following","cs.LG, cs.AI","","2025.10","Agentic-RL"
"arXiv(v1) 2025","On Designing Effective RL Reward at Training Time for LLM Reasoning","Authors TBD","","","http://arxiv.org/abs/2410.15115v1","agentic RL, reward design, reasoning, training","cs.LG, cs.AI","","2025.10","Agentic-RL"
"arXiv(v1) 2025","Sailing by the Stars: Survey on Reward Models and Learning Strategies","Authors TBD","","","http://arxiv.org/abs/2505.02686v2","agentic RL, reward model, survey, learning","cs.LG, cs.AI","","2025.06","Agentic-RL"
"arXiv(v1) 2025","From Human Memory to AI Memory: A Survey on Memory Mechanisms in the Era of LLMs","Authors TBD","","","http://arxiv.org/abs/2504.15965v1","memory, survey, episodic, semantic, working memory","cs.CL, cs.AI","Personal/system, parametric/non-parametric","2025.04","Memory"
"arXiv(v1) 2025","Mem0: Building Production-Ready AI Agents with Scalable Long-Term Memory","Authors TBD","","","http://arxiv.org/abs/2504.19413v1","memory, long-term, scalable, production","cs.AI, cs.CL","26% improvement over OpenAI","2025.04","Memory"
"arXiv(v1) 2025","Memory-R1: Enhancing LLM Agents to Manage and Utilize Memories via RL","Authors TBD","","","http://arxiv.org/abs/2508.19828v1","memory, RL, memory manager, ADD/UPDATE/DELETE","cs.AI, cs.LG","Memory Manager + Answer Agent","2025.08","Memory"
"arXiv(v1) 2026","MemBuilder: Reinforcing LLMs for Long-Term Memory Construction via Attributed Dense Rewards","Authors TBD","","","http://arxiv.org/abs/2601.05488v1","memory, long-term, construction, dense reward","cs.CL, cs.AI","","2026.01","Memory"
"arXiv(v1) 2025","Position: Episodic Memory is the Missing Piece for Long-Term LLM Agents","Authors TBD","","","http://arxiv.org/abs/2502.06975v1","memory, episodic, long-term, position paper","cs.AI, cs.CL","Encoding and retrieval","2025.02","Memory"
"arXiv(v1) 2026","Beyond Dialogue Time: Temporal Semantic Memory for Personalized LLM Agents","Authors TBD","","","http://arxiv.org/abs/2601.07468v1","memory, temporal, semantic, personalized","cs.CL, cs.AI","Durative memory, Zep architecture","2026.01","Memory"
"arXiv(v1) 2026","Continuum Memory Architectures for Long-Horizon LLM Agents","Authors TBD","","","http://arxiv.org/abs/2601.09913v1","memory, continuum, long-horizon, consolidation","cs.AI, cs.CL","Episodic-to-semantic conversion","2026.01","Memory"
"IJCAI25","AriGraph: Learning Knowledge Graph World Models with Episodic Memory","Authors TBD","","IJCAI 2025","https://www.ijcai.org/proceedings/2025/0002","memory, knowledge graph, episodic, world model","cs.AI","IJCAI 2025","2025.08","Memory"
"arXiv(v1) 2026","Active Context Compression: Autonomous Memory Management in LLM Agents","Authors TBD","","","http://arxiv.org/abs/2601.07190v1","memory, compression, context, autonomous, Focus","cs.CL, cs.AI","22.7% token savings","2026.01","Memory"
"arXiv(v1) 2025","Acon: Optimizing Context Compression for Long-horizon LLM Agents","Authors TBD","","","http://arxiv.org/abs/2510.00615v1","memory, compression, context, optimization","cs.CL, cs.AI","26-54% memory reduction","2025.10","Memory"
"arXiv(v1) 2025","Adaptive Focus Memory for Language Models","Authors TBD","","","http://arxiv.org/abs/2511.12712v1","memory, adaptive, focus, compression, AFM","cs.CL, cs.AI","2/3 token reduction","2025.11","Memory"
"ACL25","Pretraining Context Compressor for LLMs with Embedding-Based Memory","Authors TBD","","ACL 2025","https://aclanthology.org/2025.acl-long.1394","memory, compression, embedding, context","cs.CL","PCC framework","2025.07","Memory"
"arXiv(v1) 2025","Memory in LLM-based Multi-agent Systems: Mechanisms, Challenges, and Collective","Authors TBD","","","http://arxiv.org/abs/2509.15234v1","memory, multi-agent, collective, survey","cs.AI, cs.MA","","2025.09","Memory"
"arXiv(v1) 2025","Enabling Personalized Long-term Interactions in LLM-based Agents through Persistent Memory","Authors TBD","","","http://arxiv.org/abs/2510.07925v1","memory, personalized, long-term, user profile","cs.CL, cs.AI","","2025.10","Memory"
"arXiv(v1) 2025","Personalization of Large Language Models: A Survey","Zhehao Zhang, et al.","","","http://arxiv.org/abs/2411.00027v1","personalization, survey, LLM, user profile","cs.CL, cs.AI","Comprehensive taxonomy","2025.07","Personalization"
"arXiv(v1) 2025","A Survey of Personalized Large Language Models: Progress and Future Directions","Authors TBD","","","http://arxiv.org/abs/2502.11528v1","personalization, survey, LLM, prompting, finetuning","cs.CL, cs.AI","Input/model/objective level","2025.02","Personalization"
"arXiv(v1) 2025","A Survey on Personalized and Pluralistic Preference Alignment in Large Language Models","Authors TBD","","","http://arxiv.org/abs/2504.07070v1","personalization, preference alignment, survey, pluralistic","cs.CL, cs.AI","Training and inference-time methods","2025.04","Personalization"
"arXiv(v1) 2025","PersonaMem-v2: Towards Personalized Intelligence via Learning Implicit User Personas","Authors TBD","","","http://arxiv.org/abs/2512.06688v1","personalization, persona, implicit, user modeling","cs.CL, cs.AI","1000 personas, 20k preferences, 128k context","2025.12","Personalization"
"arXiv(v1) 2025","PersonalizedRouter: Personalized LLM Routing via Graph-based User Preference Modeling","Authors TBD","","","http://arxiv.org/abs/2511.16883v1","personalization, routing, GNN, user preference","cs.CL, cs.AI","","2025.11","Personalization"
"arXiv(v1) 2025","PrefEval: Do LLMs Recognize Your Preferences? Evaluating Personalized Preference Following","Authors TBD","","","http://arxiv.org/abs/2502.09597v1","personalization, benchmark, preference, evaluation","cs.CL","3000 preference-query pairs, 20 topics","2025.02","Personalization"
"arXiv(v1) 2025","PLUS: Learning to Summarize User Information for Personalized RLHF","Authors TBD","","","http://arxiv.org/abs/2507.13579v1","personalization, RLHF, user summary, preference","cs.LG, cs.AI","11-77% reward model improvement","2025.07","Personalization"
"arXiv(v1) 2025","Know Me, Respond to Me: Benchmarking LLMs for Dynamic User Profiling","Authors TBD","","","http://arxiv.org/abs/2504.14225v1","personalization, benchmark, user profiling, dynamic","cs.CL, cs.AI","","2025.04","Personalization"
"arXiv(v1) 2025","PersonaX: A Recommendation Agent Oriented User Modeling Framework","Authors TBD","","","http://arxiv.org/abs/2503.02398v1","personalization, recommendation, user modeling, agent","cs.IR, cs.AI","3-11% improvement on AgentCF","2025.03","Personalization"
"SIGIR25","CoT-Rec: Enhancing LLM-Based Recommendations Through Personalized Reasoning","Authors TBD","","SIGIR 2025","http://arxiv.org/abs/2502.13845v1","personalization, recommendation, CoT, reasoning","cs.IR, cs.AI","SIGIR 2025","2025.07","Personalization"
"arXiv(v1) 2025","MAP: Memory Assisted LLM for Personalized Recommendation System","Authors TBD","","","http://arxiv.org/abs/2505.03824v1","personalization, recommendation, memory, history","cs.IR, cs.AI","","2025.05","Personalization"
"arXiv(v1) 2025","DEP: Latent Inter-User Difference Modeling for LLM Personalization","Authors TBD","","","http://arxiv.org/abs/2507.20849v1","personalization, latent, embedding, difference-aware","cs.CL, cs.AI","Sparse autoencoder","2025.07","Personalization"
"arXiv(v1) 2025","PerRecBench: Can LLMs Understand Preferences in Personalized Recommendation?","Authors TBD","","","http://arxiv.org/abs/2501.13391v1","personalization, benchmark, recommendation, preference","cs.IR, cs.CL","19 LLMs evaluated","2025.01","Personalization"
"arXiv(v1) 2025","Agentic Recommender Systems in the Era of Multimodal LLMs: Survey","Authors TBD","","","http://arxiv.org/abs/2503.16734v1","personalization, recommendation, agent, MLLM, survey","cs.IR, cs.AI","User agent simulation","2025.03","Personalization"
"arXiv(v1) 2025","PaRT: Enhancing Proactive Social Chatbots with Personalized Real-Time Retrieval","Authors TBD","","","http://arxiv.org/abs/2504.20624v1","personalization, chatbot, retrieval, real-time","cs.CL, cs.AI","21.77% dialogue improvement, production deployed","2025.04","Personalization"
"arXiv(v1) 2025","Steerable Chatbots: Personalizing LLMs with Preference-Based Activation Steering","Authors TBD","","","http://arxiv.org/abs/2505.04260v1","personalization, chatbot, activation steering, inference","cs.CL, cs.AI","Training-free","2025.05","Personalization"
"arXiv(v1) 2025","HumAIne-Chatbot: Real-Time Personalized Conversational AI via RL","Authors TBD","","","http://arxiv.org/abs/2509.04303v1","personalization, chatbot, RL, real-time","cs.CL, cs.AI","","2025.09","Personalization"
"arXiv(v1) 2025","GRAVITY: Personalized Text Generation via Profile-Grounded Synthetic Preferences","Authors TBD","","","http://arxiv.org/abs/2510.11952v1","personalization, text generation, profile, synthetic","cs.CL, cs.AI","","2025.10","Personalization"
"arXiv(v1) 2025","Evaluating Style-Personalized Text Generation: Challenges and Directions","Authors TBD","","","http://arxiv.org/abs/2508.06374v1","personalization, style, text generation, evaluation","cs.CL","Write like me","2025.08","Personalization"
"arXiv(v1) 2025","ExPerT: Effective and Explainable Evaluation of Personalized Long-Form Text Generation","Authors TBD","","","http://arxiv.org/abs/2501.14956v1","personalization, evaluation, explainable, long-form","cs.CL","7.2% improvement in human alignment","2025.01","Personalization"
"arXiv(v1) 2025","StyleVector: Personalized Text Generation with Contrastive Activation Steering","Authors TBD","","","http://arxiv.org/abs/2503.05213v1","personalization, style, activation steering, training-free","cs.CL, cs.AI","Disentangles content and style","2025.03","Personalization"
"arXiv(v1) 2026","Multilingual LLMs Personalized Text Generation: Groups and Social-Media Platforms","Authors TBD","","","http://arxiv.org/abs/2601.03752v1","personalization, multilingual, social media, group","cs.CL","Platform-personalization","2026.01","Personalization"
"arXiv(v1) 2025","Position: It's Time to Act on the Risk of Efficient Personalized Text Generation","Authors TBD","","","http://arxiv.org/abs/2502.06560v1","personalization, risk, style imitation, position paper","cs.CL, cs.CY","Safety concerns","2025.02","Personalization"
"arXiv(v1) 2025","Catch Me If You Can? LLMs Still Struggle to Imitate Implicit Writing Styles","Authors TBD","","","http://arxiv.org/abs/2509.14543v1","personalization, style, imitation, evaluation","cs.CL","Authorship attribution study","2025.09","Personalization"
"arXiv(v1) 2026","ProUtt: LLM-Driven Preference Data Synthesis for Proactive User Utterance Prediction","Authors TBD","","","http://arxiv.org/abs/2601.09713v1","personalization, dialogue, preference, intent tree","cs.CL, cs.AI","","2026.01","Personalization"
"arXiv(v1) 2025","FaST: Feature-aware Sampling and Tuning for Personalized LLM","Authors TBD","","","http://arxiv.org/abs/2508.04698v1","personalization, finetuning, feature-aware, sampling","cs.CL, cs.LG","","2025.08","Personalization"
